title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score
"Wait, My Youth",SHOW,2019,TV-PG,36,"['drama', 'romance']",['CN'],1.0,tt12071466,8.1
Nailed It! France,SHOW,2019,TV-14,34,['reality'],[],1.0,tt10990804,6.4
GIMS: On the Record,MOVIE,2020,,96,"['music', 'documentation']",['FR'],,tt12982218,6.8
Bangkok Buddies,SHOW,2019,TV-MA,40,"['comedy', 'drama']",['TH'],1.0,tt11513508,6.8
Leyla Everlasting,MOVIE,2020,,112,['comedy'],['TR'],,tt11792734,3.7
Bigflo & Oli: Hip Hop Frenzy,MOVIE,2020,,100,"['documentation', 'music']",['FR'],,tt13161318,6.7
27 Steps of May,MOVIE,2019,,112,['drama'],['ID'],,tt9695156,8.1
Pinky Malinky,SHOW,2019,TV-Y7,13,"['comedy', 'family', 'animation']",['US'],3.0,tt5621544,5.8
Single Slipper Size - 7,MOVIE,2019,,120,"['drama', 'thriller']",['IN'],,tt10370116,8.4
Wave of Cinema: Filosofi Kopi,MOVIE,2020,,90,"['documentation', 'music']",['ID'],,,
The Charming Stepmom,SHOW,2019,TV-14,56,"['family', 'comedy', 'romance']",['TH'],1.0,tt13846404,7.8
Mallesham,MOVIE,2019,,131,['drama'],['IN'],,tt9742362,8.3
Deon Cole: Cole Hearted,MOVIE,2019,,69,['comedy'],['US'],,tt10977680,6.9
15 August,MOVIE,2019,,124,"['romance', 'comedy', 'drama']",['IN'],,tt9817300,5.8
Sab el-Burumbah,MOVIE,2019,,95,['comedy'],['EG'],,tt10446658,5.5
Mehandi Circus,MOVIE,2019,,135,['drama'],['IN'],,tt9665400,7.4
David Batra: Elephant in The Room,MOVIE,2020,,77,['comedy'],['SE'],,tt11987330,5.9
A New York Christmas Wedding,MOVIE,2020,,88,"['drama', 'romance']",['US'],,tt10768194,5.3
True: Happy Hearts Day,MOVIE,2019,G,23,[],['CA'],,,
Sanitation Day,MOVIE,2020,,104,['thriller'],['NG'],,tt13445916,3.3
The Millions,MOVIE,2019,,94,"['comedy', 'thriller', 'drama']",['NG'],,tt10912990,5.5
One Day We'll Talk About Today,MOVIE,2020,,121,"['drama', 'family', 'music', 'documentation']",['ID'],,tt10773114,7.4
Once Upon a Time in Lingjian Mountain,SHOW,2019,TV-14,45,"['action', 'comedy', 'fantasy', 'romance', 'drama']",['CN'],2.0,tt11261994,7.5
The Perfect Picture: Ten Years Later,MOVIE,2019,,150,"['comedy', 'romance']",['GH'],,tt12058774,6.2
Dreamy Eyes,MOVIE,2019,,117,['romance'],['VN'],,,
True: Terrific Tales,SHOW,2020,,8,"['animation', 'family']",['US'],1.0,tt12140808,5.7
The Beginning of Life 2: Outside,MOVIE,2020,G,92,['documentation'],['BR'],,tt12190648,8.1
Arsenio Hall: Smart and Classy,MOVIE,2019,,63,['comedy'],['US'],,,
Somewhere Only We Know,SHOW,2019,TV-MA,58,"['drama', 'romance']",['CN'],1.0,tt10472296,7.3
Fukrey Boyzzz: Space Mein Fukrapanti,MOVIE,2020,,74,"['animation', 'family', 'comedy']",[],,tt13502066,7.8
Motu Patlu in the Game of Zones,MOVIE,2020,,87,"['fantasy', 'action', 'animation', 'comedy', 'thriller']",['IN'],,,
Wira,MOVIE,2019,,108,['drama'],['MY'],,,
Anitta: Made in Honório,SHOW,2020,TV-MA,29,"['documentation', 'music']",['BR'],1.0,tt13486136,6.8
True: Winter Wishes,MOVIE,2019,G,45,['animation'],['CA'],,,
In the Bosom of a Thorn,SHOW,2019,TV-14,46,['drama'],[],1.0,tt10397430,7.3
Answer for Heaven,SHOW,2019,,44,"['comedy', 'drama']",['TH'],1.0,,
All Because of You,MOVIE,2020,,101,"['comedy', 'action', 'romance']",['MY'],,tt13106900,4.2
Uriyadi 2,MOVIE,2019,G,119,"['thriller', 'action']",['IN'],,tt10121762,7.1
The End,MOVIE,2019,,97,"['crime', 'action']",['KW'],,,
Guddiyan Patole,MOVIE,2019,,127,"['comedy', 'drama']",['IN'],,tt9390254,7.0
Motu Patlu the Superheroes – Super Villains from Mars,MOVIE,2019,G,79,[],[],,,
Albert  Pinto Ko Gussa Kyun Aata Hai?,MOVIE,2019,,82,['drama'],['IN'],,tt4355838,5.5
Maniyarayile Ashokan,MOVIE,2020,,110,"['drama', 'comedy', 'romance']",['IN'],,tt11060730,4.7
Futmalls.com,SHOW,2020,TV-14,40,"['thriller', 'scifi']",['TW'],1.0,tt13652552,6.4
Valentino,SHOW,2020,TV-14,39,['comedy'],['EG'],1.0,tt11508212,5.2
Chippa,MOVIE,2019,G,90,['drama'],['IN'],,tt8976464,6.4
A Go! Go! Cory Carson Summer Camp,MOVIE,2020,,20,['animation'],['US'],,,
American Factory: A Conversation with the Obamas,MOVIE,2019,,10,['documentation'],['US'],,,
4th Republic,MOVIE,2019,,119,"['thriller', 'drama']",['NG'],,tt10279102,6.2
A Tale of Two Kitchens,MOVIE,2019,,29,['documentation'],"['US', 'MX']",,tt10243660,6.5
Mokalik (Mechanic),MOVIE,2019,,100,"['comedy', 'drama']",['NG'],,tt10327136,6.2
The Body Remembers When the World Broke Open,MOVIE,2019,,105,"['drama', 'european']","['CA', 'NO']",,tt8230872,7.0
2 Weeks in Lagos,MOVIE,2019,,107,['romance'],['NG'],,tt10241024,6.6
The Claudia Kishi Club,MOVIE,2020,,17,['documentation'],['US'],,tt12411586,
Kids on the Block,MOVIE,2019,,103,"['comedy', 'family']",['TR'],,tt9533342,5.7
J-Style Trip,SHOW,2020,TV-14,64,['reality'],"['CN', 'TW']",1.0,tt11942052,4.9
Horrid Henry's Gross Day Out,MOVIE,2020,,61,"['animation', 'comedy', 'action']",['GB'],,tt13034096,6.1
Soulmate,MOVIE,2020,,106,['romance'],['EG'],,,
The Knight and the Princess,MOVIE,2019,PG,97,"['comedy', 'family', 'fantasy', 'history', 'animation']","['EG', 'SA']",,tt13819560,5.9
After Maria,MOVIE,2019,,36,['documentation'],['US'],,,
Penalty,MOVIE,2019,,128,"['sport', 'drama']",['IN'],,tt10530392,5.3
3 Logical Exits,MOVIE,2020,,15,['documentation'],"['LB', 'GB', 'DK']",,,
The 9th Precinct,MOVIE,2019,,94,"['fantasy', 'thriller', 'action', 'crime', 'drama']",['TW'],,tt10871460,5.6
Malaal,MOVIE,2019,,136,"['romance', 'action', 'drama']",['IN'],,tt15244876,5.9
The Magic School Bus Rides Again: The Frizz Connection,MOVIE,2020,,44,"['animation', 'family']",['US'],,tt13150612,
Evvarikee Cheppoddu,MOVIE,2019,,133,['drama'],['IN'],,tt10081202,7.2
Nasha Natasha,MOVIE,2020,,83,"['documentation', 'music']",['UY'],,tt5818722,6.4
Super Monsters Save Christmas,MOVIE,2019,G,24,"['animation', 'fantasy', 'family']",['US'],,tt11193860,4.8
Luckee,MOVIE,2019,,113,"['comedy', 'drama']",['IN'],,tt9466786,4.7
Kalek Shanab,MOVIE,2019,PG-13,80,['comedy'],['AE'],,,
Amsterdam to Anatolia,MOVIE,2019,,6,['thriller'],"['NL', 'PS', 'US', 'LB']",,,
In Vitro,MOVIE,2019,,27,[],[],,tt10545994,7.7
"Sincerely Yours, Dhaka",MOVIE,2019,,134,['drama'],['BD'],,tt8958304,6.9
One Like It,MOVIE,2020,,14,[],[],,,
Marked,MOVIE,2019,,20,['documentation'],['NG'],,tt10519534,
Kambili: The Whole 30 Yards,MOVIE,2020,,119,"['romance', 'comedy']",[],,tt11831084,6.6
Saavat,MOVIE,2019,,117,"['thriller', 'crime', 'drama']",['IN'],,tt7798984,6.6
Finding Hubby,MOVIE,2020,,104,['comedy'],['NG'],,,
PNL - Dans la légende tour,MOVIE,2020,,18,"['documentation', 'music']",['FR'],,,
Krutant,MOVIE,2019,,116,"['drama', 'thriller']",['IN'],,tt9575388,6.4
糖糖Online,SHOW,2019,TV-MA,24,['drama'],['TW'],1.0,tt11330500,5.5
This Earth of Mankind,MOVIE,2019,,181,"['drama', 'history']",['ID'],,tt10540024,6.9
Holy Expectations,MOVIE,2019,,89,['comedy'],['CO'],,tt10945950,5.2
Luccas Neto in: The End of Christmas,MOVIE,2019,,71,[],[],,,
Classmates Minus,MOVIE,2020,R,122,"['comedy', 'drama']",['TW'],,tt12899858,7.1
Masameer: The Movie,MOVIE,2020,,112,"['comedy', 'drama', 'animation']",['SA'],,tt11561866,5.9
Sethum Aayiram Pon,MOVIE,2019,G,102,"['family', 'drama']",['IN'],,tt8976418,7.2
Super Monsters: Dia de los Monsters,MOVIE,2020,G,25,['animation'],"['US', 'CA']",,,
The App That Stole Christmas,MOVIE,2020,PG,63,"['drama', 'comedy']",['US'],,tt11378154,3.7
Ali & Alia,MOVIE,2019,PG-13,105,"['romance', 'drama']",['EG'],,tt9859758,5.0
"Blue, Painful, and Brittle",MOVIE,2020,,118,['action'],['JP'],,,
Tee Shot: Ariya Jutanugarn,MOVIE,2019,,103,['drama'],['TH'],,,
True: Tricky Treat Day,MOVIE,2019,,23,"['animation', 'family']",[],,tt10927572,
Time Out,MOVIE,2019,,93,"['comedy', 'drama', 'romance']",[],,tt9822904,5.9
Unroyal,MOVIE,2020,,97,"['drama', 'romance', 'comedy']",['NG'],,tt15526612,
Park Na-rae: Glamour Warning,MOVIE,2019,,62,['comedy'],['KR'],,,
Sleepless Society NYCTOPHOBIA,SHOW,2019,TV-MA,46,"['drama', 'thriller']",['TH'],1.0,tt10805822,5.5
Ave Maryam,MOVIE,2019,,74,"['romance', 'drama']",['ID'],,tt9307666,7.0
Chico Bon Bon and the Very Berry Holiday,MOVIE,2020,G,25,"['family', 'animation']",[],,tt13411942,5.9
Uncle Naji in UAE,MOVIE,2019,PG-13,95,"['comedy', 'horror']",['AE'],,tt10181594,5.0
Tarung Sarung,MOVIE,2020,,115,"['drama', 'sport', 'thriller', 'action']",['ID'],,tt11749980,6.3
Mauricio Meirelles: Generating Chaos,MOVIE,2020,,63,['comedy'],['BR'],,,
Lola Igna,MOVIE,2019,,114,"['drama', 'comedy']",['PH'],,tt10965300,7.2
Vir Das: Outside in - The Lockdown Special,MOVIE,2020,,50,['comedy'],[],,tt13529992,6.5
Kenny Sebastian: The Most Interesting Person in the Room,MOVIE,2020,,67,['comedy'],['IN'],,tt12241424,6.2
We Are Legends,MOVIE,2019,,108,['action'],['HK'],,tt10076722,5.1
Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,MOVIE,2020,,59,"['documentation', 'sport']",['AU'],,tt15929232,
Fate of Alakada,MOVIE,2020,,114,['comedy'],['NG'],,tt11829884,7.0
Rooting for Roona,MOVIE,2020,,40,['documentation'],[],,,
A Go! Go! Cory Carson Christmas,MOVIE,2020,,21,"['animation', 'family']",['US'],,tt13479662,6.3
Your Excellency,MOVIE,2019,,120,['comedy'],['NG'],,tt11489288,6.6
Elevator Baby,MOVIE,2019,,83,"['comedy', 'drama']",[],,tt11005162,6.9
Andre and His Olive Tree,MOVIE,2020,,104,['documentation'],['SG'],,tt13610390,6.6
Nenjamundu Nermaiyundu Odu Raja,MOVIE,2019,G,128,"['comedy', 'romance', 'drama']",['IN'],,tt10438658,6.1
"Hoshino Gen Dome Tour ""POP VIRUS"" at Tokyo Dome",MOVIE,2019,G,120,"['documentation', 'music']",['JP'],,,
Namaste Wahala,MOVIE,2020,,106,"['comedy', 'drama', 'romance']",['NG'],,tt12423052,5.2
Super Monsters: Santa's Super Monster Helpers,MOVIE,2020,,24,"['animation', 'family']",['US'],,tt13439998,4.5
True: Rainbow Rescue,MOVIE,2020,,23,['animation'],['US'],,,
High End Yaariyaan,MOVIE,2019,,140,"['romance', 'comedy', 'drama', 'family']",['IN'],,tt9176136,5.8
Nimbe: The Movie,MOVIE,2019,,110,['drama'],[],,tt8718112,5.9
In Paradox,MOVIE,2019,,95,"['thriller', 'fantasy']",['KW'],,tt10508182,5.0
Mohamed Hussein,MOVIE,2019,,96,['comedy'],['EG'],,,
The Panti Sisters,MOVIE,2019,PG-13,108,"['comedy', 'romance']",['PH'],,tt10637682,5.6
Baxu and the Giants,MOVIE,2019,,29,"['drama', 'fantasy']",['NA'],,,
Luccas Neto in: Children's Day,MOVIE,2019,,81,"['comedy', 'family']",['BR'],,tt14706754,2.5
Rudra: Secret of the Black Moon,MOVIE,2020,,87,[],[],,,
Ratones Paranoicos: The Band That Rocked Argentina,MOVIE,2019,,76,"['documentation', 'music']",['AR'],,,
The American Game,MOVIE,2019,,92,['comedy'],['EG'],,,
Holiday Home Makeover with Mr. Christmas,SHOW,2020,TV-G,43,['reality'],['US'],1.0,tt13255112,5.8
Uma Maheswara Ugra Roopasya,MOVIE,2020,,136,"['drama', 'comedy']",['IN'],,,
Wave of Cinema: Generasi 90an,MOVIE,2020,,51,['music'],['ID'],,,
Nailed It! Spain,SHOW,2019,TV-PG,31,['reality'],['US'],1.0,,
Generasi 90an: Melankolia,MOVIE,2020,,94,['drama'],['ID'],,,
Wave of Cinema: Surat Dari Timur,MOVIE,2020,,57,['music'],['ID'],,,
Buddi,SHOW,2020,TV-Y,8,"['fantasy', 'animation', 'comedy', 'family']",['US'],2.0,tt11829340,7.1
I'm Glad I Did,MOVIE,2020,,123,['documentation'],['TR'],,tt15139398,8.4
RK Nagar,MOVIE,2019,,110,['comedy'],['IN'],,tt7748196,5.1
Ladies Up,SHOW,2020,,17,"['reality', 'comedy']",['IN'],1.0,tt11942100,4.3
Kings of Jo'Burg,SHOW,2020,TV-MA,51,"['crime', 'thriller']",['ZA'],1.0,tt13453828,5.6
Si Doel the Movie 2,MOVIE,2019,,95,"['romance', 'drama', 'comedy']",['ID'],,tt10290062,7.0
My Stupid Boss 2,MOVIE,2019,,94,"['comedy', 'drama']",['ID'],,tt10039468,6.6
I'm with the Band: Nasty Cherry,SHOW,2019,TV-MA,0,['reality'],['US'],1.0,,
Mariposa,MOVIE,2020,,117,"['drama', 'romance', 'comedy']",[],,tt11470064,7.7
The House Arrest of Us,SHOW,2020,TV-PG,26,"['comedy', 'romance']",['PH'],1.0,tt13280838,5.6
The Smart Money Woman,SHOW,2020,TV-MA,48,['drama'],[],1.0,tt12428002,6.4
The Book of Sun,MOVIE,2020,,130,['thriller'],['SA'],,,
Kaagar,MOVIE,2019,,129,"['crime', 'drama']",['IN'],,tt8907844,6.2
Four Sisters Before the Wedding,MOVIE,2020,,116,"['drama', 'comedy']",[],,tt11867144,6.3
Extreme Engagement,SHOW,2019,,40,['reality'],[],1.0,tt10521644,5.6
Fary: Hexagone,SHOW,2020,TV-MA,51,['comedy'],['FR'],1.0,tt11823028,6.2
Carlos Almaraz: Playing with Fire,MOVIE,2019,,82,['documentation'],['US'],,tt6335714,7.5
True Tunes,SHOW,2019,TV-Y7,3,['family'],['US'],1.0,tt10522374,8.0
Awon Boyz,MOVIE,2019,,39,['documentation'],['NG'],,,
Bypass Road,MOVIE,2019,,137,"['thriller', 'drama']",['IN'],,tt9176260,5.4
Rakkhosh,MOVIE,2019,,113,['horror'],['IN'],,tt6018556,4.9
Hamid,MOVIE,2019,,108,['drama'],['IN'],,tt7527082,7.7
That's What Happened,SHOW,2019,TV-14,39,[],[],1.0,,
Children of Adam,SHOW,2020,TV-14,41,"['action', 'drama']",['LB'],1.0,tt12434912,7.8
Word Party Songs,SHOW,2020,TV-Y,4,"['animation', 'family']",[],1.0,tt12748268,3.6
A Home with a View,MOVIE,2019,,92,"['comedy', 'drama']",['HK'],,tt8443432,5.9
Cemara's Family,MOVIE,2019,,110,"['drama', 'family']",['ID'],,tt7885874,7.8
Three Thieves,MOVIE,2019,,108,['comedy'],['NG'],,tt11133472,
100% Halal,MOVIE,2020,,100,['drama'],['ID'],,,
Dear Affy,MOVIE,2020,,126,"['romance', 'comedy']",['NG'],,tt14928724,
David A. Arnold Fat Ballerina,MOVIE,2020,,60,['comedy'],['US'],,tt11916980,7.4
I Have A Script,SHOW,2019,TV-14,45,['drama'],['KW'],1.0,,
Alone/Together,MOVIE,2019,,103,"['drama', 'romance']",['PH'],,tt9526822,6.8
Loving is Losing,MOVIE,2019,,91,[],['CO'],,,
Between Maybes,MOVIE,2019,,107,"['drama', 'romance']","['PH', 'JP']",,tt10044704,6.2
Sur Sapata,MOVIE,2019,,128,"['drama', 'comedy', 'sport']",['IN'],,tt5338082,7.4
Si Doel the Movie 3,MOVIE,2020,,93,"['drama', 'romance']",[],,tt11469660,6.7
Mama Drama,MOVIE,2020,,85,['drama'],['US'],,tt12424356,6.3
The Defected,SHOW,2019,TV-14,42,"['drama', 'crime']",['HK'],1.0,tt10141612,7.4
Tuna Girl,MOVIE,2019,,89,"['drama', 'comedy']",['JP'],,tt11057912,6.1
The Wedding Shaman,MOVIE,2019,,111,"['romance', 'drama']",['ID'],,tt10066526,7.1
Dilan 1991,MOVIE,2019,,118,"['drama', 'romance']",['ID'],,tt9648942,6.8
She Is,MOVIE,2019,,106,['drama'],[],,tt14605914,5.8
Bhai - Vyakti Ki Valli 2,MOVIE,2019,R,130,"['comedy', 'drama']",['IN'],,tt9680076,7.8
Elf Pets: A Fox Cub's Christmas Tale,MOVIE,2019,,28,"['animation', 'fantasy']",[],,tt10485928,4.7
This Lady Called Life,MOVIE,2020,,120,['drama'],['NG'],,tt12282600,6.8
마법버스 타요,SHOW,2020,TV-Y7,24,[],['KR'],1.0,,
One Take,MOVIE,2020,,85,"['documentation', 'music']",['TH'],,tt12401232,5.9
Chhota Bheem Ka Roosi Romanch,MOVIE,2019,G,62,['animation'],[],,,
#FriendButMarried 2,MOVIE,2020,,104,"['drama', 'comedy', 'romance']",['ID'],,tt11640412,6.9
Luccas Neto in: Summer Camp,MOVIE,2019,G,87,['comedy'],['BR'],,tt13766476,2.8
Girl's Revenge,MOVIE,2020,,81,['drama'],['TW'],,tt13388018,5.7
Kolaiyuthir Kaalam,MOVIE,2019,,109,"['thriller', 'drama']",['IN'],,tt6280858,2.6
Sakaling Maging Tayo,MOVIE,2019,,90,"['comedy', 'romance']",['PH'],,tt9389622,7.1
Story of Kale: When Someone's in Love,MOVIE,2020,,77,"['drama', 'romance']",['ID'],,tt13081264,6.4
Mighty Little Bheem: Diwali,SHOW,2019,,24,"['comedy', 'animation']",[],1.0,tt10987498,7.7
The Girl and the Gun,MOVIE,2019,,80,"['thriller', 'crime']",['PH'],,,
Born Beautiful,MOVIE,2019,,96,['comedy'],['PH'],,tt9364848,5.5
Milea,MOVIE,2020,,99,"['romance', 'drama']",['ID'],,tt11127878,6.4
Stunt School,MOVIE,2019,,95,['comedy'],['TR'],,tt9056824,4.4
What the Love! with Karan Johar,SHOW,2020,,47,['reality'],['IO'],1.0,,
A Perfect Day for Arsenide,SHOW,2020,TV-MA,23,"['drama', 'romance']",['HK'],1.0,tt14592684,5.0
Anatomy of a Scandal,SHOW,2022,TV-MA,45,"['drama', 'thriller']","['GB', 'US']",1.0,tt12748084,7.0
Heartstopper,SHOW,2022,TV-14,28,"['drama', 'romance']",['GB'],1.0,tt10638036,8.9
The Pentaverate,SHOW,2022,TV-MA,27,['comedy'],['US'],1.0,tt10203880,6.1
Our Great National Parks,SHOW,2022,,52,['documentation'],['US'],1.0,tt18750552,
Inventing Anna,SHOW,2022,TV-MA,68,['drama'],['US'],1.0,tt8740976,6.8
The Adam Project,MOVIE,2022,PG-13,106,"['drama', 'action', 'comedy', 'scifi']",['US'],,tt2463208,6.7
Operation Mincemeat,MOVIE,2022,PG-13,128,"['drama', 'war']","['GB', 'US']",,tt1879016,6.9
The Power of the Dog,MOVIE,2021,R,126,"['drama', 'romance', 'western']","['CA', 'GR', 'NZ', 'GB', 'AU']",,tt10293406,6.9
Pieces of Her,SHOW,2022,TV-MA,52,"['crime', 'drama', 'thriller']",['US'],1.0,tt9170236,6.4
Choose or Die,MOVIE,2022,,85,"['thriller', 'drama', 'horror']",['GB'],,tt11514780,4.7
Metal Lords,MOVIE,2022,R,97,"['drama', 'comedy', 'music']",['US'],,tt12141112,6.7
Conversations with a Killer: The John Wayne Gacy Tapes,SHOW,2022,TV-MA,61,"['crime', 'documentation']",['US'],1.0,tt18970124,7.2
The Bubble,MOVIE,2022,R,126,['comedy'],['US'],,tt13610562,4.7
White Hot: The Rise & Fall of Abercrombie & Fitch,MOVIE,2022,R,88,['documentation'],['US'],,tt19034522,5.6
Pacific Rim: The Black,SHOW,2021,TV-14,24,"['animation', 'action', 'scifi']",['US'],2.0,tt9288848,7.0
Vikings: Valhalla,SHOW,2022,TV-MA,51,"['war', 'action', 'drama', 'history', 'romance']",['US'],1.0,tt11311302,7.1
Arcane,SHOW,2021,TV-14,41,"['action', 'scifi', 'drama', 'fantasy', 'animation']",['US'],1.0,tt11126994,9.1
Windfall,MOVIE,2022,R,92,"['thriller', 'crime', 'drama']",['US'],,tt15035360,5.7
"tick, tick... BOOM!",MOVIE,2021,PG-13,121,['drama'],['US'],,tt8721424,7.5
Hold Tight,SHOW,2022,TV-MA,47,"['crime', 'drama', 'thriller']",['PL'],1.0,tt15019128,6.1
Bad Vegan: Fame. Fraud. Fugitives.,SHOW,2022,TV-MA,52,"['crime', 'documentation']",['US'],1.0,tt18260538,5.8
Midnight Mass,SHOW,2021,TV-MA,64,"['action', 'drama', 'fantasy', 'horror', 'scifi']",['US'],1.0,tt10574558,7.7
Don't Look Up,MOVIE,2021,R,138,"['scifi', 'drama', 'comedy']",['US'],,tt11286314,7.2
Murderville,SHOW,2022,TV-MA,34,"['crime', 'comedy']",['US'],1.0,tt15264192,6.9
Clark,SHOW,2022,TV-MA,61,"['comedy', 'crime', 'drama', 'thriller', 'action']",['SE'],1.0,tt12304420,7.5
The Ultimatum: Marry or Move On,SHOW,2022,TV-MA,50,['reality'],['US'],1.0,tt18396952,5.4
Apollo 10½:  A Space Age Childhood,MOVIE,2022,PG-13,98,"['comedy', 'action', 'animation', 'romance', 'family', 'horror', 'drama', 'scifi']","['NL', 'US']",,tt7978758,7.3
Hard Cell,SHOW,2022,TV-MA,26,"['comedy', 'documentation', 'sport']","['US', 'GB']",1.0,tt14959710,6.1
The Woman in the House Across the Street from the Girl in the Window,SHOW,2022,TV-MA,26,"['crime', 'comedy', 'drama', 'thriller']",['US'],1.0,tt13315324,6.3
Archive 81,SHOW,2022,TV-MA,54,"['scifi', 'drama', 'horror', 'thriller']",['US'],1.0,tt13365348,7.3
Peter Rabbit 2: The Runaway,MOVIE,2021,PG,93,"['fantasy', 'family', 'comedy', 'action', 'animation', 'crime', 'drama']","['US', 'AU']",,tt8376234,6.2
Jimmy Savile: A British Horror Story,SHOW,2022,TV-MA,85,"['crime', 'documentation']",['GB'],1.0,tt18970454,6.7
Squid Game,SHOW,2021,TV-MA,54,"['action', 'drama', 'thriller']",['KR'],2.0,tt10919420,8.0
The Mystery of Marilyn Monroe: The Unheard Tapes,MOVIE,2022,R,101,['documentation'],['US'],,tt19034332,6.2
Black Crab,MOVIE,2022,,114,"['war', 'action', 'drama', 'scifi', 'thriller']",['SE'],,tt6708668,5.6
Yakamoz S-245,SHOW,2022,TV-MA,48,"['scifi', 'action', 'drama', 'thriller']",['TR'],1.0,tt13317454,6.1
Bubble,MOVIE,2022,PG,101,"['scifi', 'thriller', 'animation', 'action', 'drama', 'fantasy', 'romance', 'sport']",['JP'],,tt16360006,6.5
The Lost Daughter,MOVIE,2021,R,122,['drama'],"['GB', 'US', 'GR']",,tt9100054,6.7
365 Days: This Day,MOVIE,2022,,111,"['romance', 'drama']",['PL'],,tt12996154,2.5
Welcome To Eden,SHOW,2022,TV-MA,41,"['drama', 'action', 'thriller']",['ES'],1.0,tt13457822,4.9
The Mitchells vs. the Machines,MOVIE,2021,PG,113,"['animation', 'comedy', 'family', 'scifi']",['US'],,tt7979580,7.6
Red Notice,MOVIE,2021,PG-13,117,"['comedy', 'crime', 'thriller', 'action']",['US'],,tt7991608,6.3
Stay Close,SHOW,2021,TV-MA,47,"['crime', 'drama', 'thriller']",['GB'],1.0,tt2201227,6.9
Maid,SHOW,2021,TV-MA,54,"['drama', 'comedy']",['US'],1.0,tt11337908,8.4
The Marked Heart,SHOW,2022,TV-MA,44,"['thriller', 'drama']",['CO'],2.0,tt18974572,6.3
Meltdown: Three Mile Island,SHOW,2022,TV-14,44,"['documentation', 'history']",['US'],1.0,tt19757508,7.0
Shadow and Bone,SHOW,2021,TV-14,52,"['scifi', 'drama', 'fantasy', 'action']",['US'],1.0,tt2403776,7.6
Lupin,SHOW,2021,TV-MA,46,"['crime', 'drama', 'comedy', 'action']",['FR'],3.0,tt2531336,7.5
The Alpinist,MOVIE,2021,PG-13,92,['documentation'],"['US', 'AT', 'GB']",,tt11790780,8.0
The Guardians of Justice,SHOW,2022,TV-MA,29,['scifi'],['US'],1.0,,
The Harder They Fall,MOVIE,2021,R,139,"['action', 'drama', 'western']",['US'],,tt10696784,6.5
Our Father,MOVIE,2022,,97,['crime'],['US'],,,
Against the Ice,MOVIE,2022,,102,"['drama', 'history']","['DK', 'IS']",,tt13873302,6.5
Brand New Cherry Flavor,SHOW,2021,TV-MA,43,"['thriller', 'drama', 'horror', 'scifi']",['US'],1.0,tt11343600,7.1
David Spade: Nothing Personal,MOVIE,2022,,66,['comedy'],[],,tt18955474,
Human Resources,SHOW,2022,TV-MA,27,"['comedy', 'romance', 'animation']",['US'],1.0,tt11092142,7.2
All of Us Are Dead,SHOW,2022,TV-MA,61,"['action', 'scifi', 'thriller', 'drama', 'fantasy', 'horror']",['KR'],1.0,tt14169960,7.5
Heirs to the Land,SHOW,2022,TV-MA,54,"['comedy', 'scifi', 'drama', 'history']",['ES'],1.0,tt13308276,7.0
The House,MOVIE,2022,R,97,"['animation', 'drama', 'comedy', 'thriller']",['GB'],,tt11703050,6.8
Return to Space,MOVIE,2022,,128,['documentation'],['US'],,tt18555320,7.3
The Weekend Away,MOVIE,2022,,91,"['thriller', 'crime', 'drama']",['GB'],,tt14817272,5.6
Behind Her Eyes,SHOW,2021,TV-MA,50,"['drama', 'thriller']",['GB'],1.0,tt9698442,7.2
Gangubai Kathiawadi,MOVIE,2022,,157,"['drama', 'crime']",['IN'],,tt10083340,7.0
Is It Cake?,SHOW,2022,TV-PG,38,['reality'],['US'],1.0,tt18314214,5.7
Along for the Ride,MOVIE,2022,,106,"['romance', 'drama']",['US'],,tt14506528,6.0
The Andy Warhol Diaries,SHOW,2022,TV-MA,66,['documentation'],['US'],1.0,tt18082212,7.7
The Colony,MOVIE,2021,R,104,"['scifi', 'thriller', 'action']","['CH', 'DE']",,tt6506264,5.4
Rescued by Ruby,MOVIE,2022,,93,"['drama', 'family']",['CA'],,tt11278476,7.1
The Cuphead Show!,SHOW,2022,TV-Y7,15,"['family', 'fantasy', 'animation', 'action', 'comedy']",['US'],1.0,tt10611608,7.5
The Takedown,MOVIE,2022,,119,"['crime', 'drama', 'action', 'comedy']",['FR'],,tt13822738,5.7
Diana: The Musical,MOVIE,2021,PG-13,117,['drama'],['US'],,tt12885272,4.3
Cowboy Bebop,SHOW,2021,TV-MA,45,"['scifi', 'comedy', 'crime', 'drama', 'fantasy', 'action']",['US'],1.0,tt1267295,6.6
The Hand of God,MOVIE,2021,R,130,['drama'],['IT'],,tt12680684,7.4
The 7 Lives of Lea,SHOW,2022,TV-MA,41,"['drama', 'thriller', 'crime', 'fantasy']",['FR'],1.0,tt14140886,7.5
The Unforgivable,MOVIE,2021,R,112,"['drama', 'crime']","['DE', 'GB', 'US']",,tt11233960,7.1
The Guilty,MOVIE,2021,R,90,"['drama', 'thriller', 'action', 'crime']",['US'],,tt9421570,6.3
